core	9	0.504065	0.0897436	0.345968
core	186	0.552846	0.115385	0.359222
core	284	0.0325203	0.0128205	-0.00130871
core	375	0	0.0128205	0.00305162
core	558	0.0243902	0	0.0153429
core	701	0.0162602	0	0.00670738
core	800	0.00813008	0	-0.00193566
core	802	0	0.0128205	0.00305162
core	813	0	0.0128205	0.00305162
core	829	0	0.0128205	0.00305162
core	831	0	0.0128205	0.00305162
core	840	0	0.0128205	0.00305162
core	843	0.00813008	0	-0.00193566
core	882	0	0.0128205	0.00305162
core	891	0	0.0128205	0.00305162
core	924	0	0.0128205	0.00305162
core	936	0	0.0128205	0.00305162
core	987	0	0.0128205	0.00305162
core	1032	0	0.0128205	0.00305162
core	1071	0	0.0128205	0.00305162
core	1074	0	0.0128205	0.00305162
core	1132	0.0162602	0	0.00670738
core	1166	0	0.0128205	0.00305162
core	1171	0	0.0128205	0.00305162
core	1203	0	0.0128205	0.00305162
core	1205	0.0162602	0	0.00670738
core	1206	0	0.0128205	0.00305162
core	1224	0	0.0128205	0.00305162
core	1232	0.00813008	0	-0.00193566
core	1239	0	0.0128205	0.00305162
core	1242	0	0.0128205	0.00305162
core	1245	0	0.0128205	0.00305162
core	1305	0	0.0128205	0.00305162
core	1332	0.772358	0.371795	0.284708
core	1334	0.0162602	0	0.00670738
core	1452	0.00813008	0	-0.00193566
core	1600	0.0650407	0.025641	0.00831393
core	1641	0.0650407	0.0128205	0.0274386
core	1779	0.211382	0.025641	0.150469
core	1812	0.0731707	0.0384615	0.00150421
core	1833	0.292683	0.397436	0.0149143
core	1890	0.203252	0.0512821	0.0940623
core	1896	0.203252	0.0512821	0.0940623
core	1897	0.00813008	0	-0.00193566
core	1905	0.203252	0.0512821	0.0940623
core	1908	0	0.025641	0.0166708
core	1953	0.203252	0.0512821	0.0940623
core	1968	0.276423	0.217949	-0.000856052
core	1971	0.276423	0.217949	-0.000856052
core	1978	0.0325203	0.128205	0.0531645
core	2004	0.260163	0.179487	0.00940247
core	2038	0.422764	0.538462	0.0175374
core	2061	0.439024	0.564103	0.0221538
core	2088	0.439024	0.564103	0.0221538
core	2101	0.0162602	0	0.00670738
core	2132	0.471545	0.461538	-0.0103721
core	2134	0.471545	0.461538	-0.0103721
core	2200	0.00813008	0	-0.00193566
core	2211	0.0243902	0.128205	0.0675021
core	2236	0.00813008	0.025641	-0.00080499
core	2241	0.0894309	0.25641	0.0878656
core	2305	0.520325	0.615385	0.00881495
core	2310	0.170732	0.294872	0.0342667
core	2435	0.00813008	0	-0.00193566
core	2439	0.495935	0.589744	0.00810391
core	2442	0	0.0128205	0.00305162
core	2457	0	0.0128205	0.00305162
core	2524	0.178862	0.269231	0.0140949
core	2529	0.178862	0.269231	0.0140949
core	2608	0.00813008	0.0128205	-0.00945722
core	2644	0.00813008	0	-0.00193566
core	2645	0.0325203	0.025641	-0.00969452
core	2652	0.0325203	0.025641	-0.00969452
core	2712	0.0731707	0.0128205	0.035399
core	2733	0.0813008	0.025641	0.0214503
core	2736	0.0813008	0.025641	0.0214503
core	2745	0.658537	0.474359	0.0602233
core	2764	0.00813008	0	-0.00193566
core	2769	0.219512	0.166667	-0.00109348
core	2871	0.560976	0.846154	0.176746
core	2874	0.585366	0.858974	0.169418
core	2898	0.634146	0.615385	-0.00978737
core	2901	0.634146	0.615385	-0.00978737
core	2904	0.634146	0.615385	-0.00978737
core	2934	0.642276	0.641026	-0.0105826
core	2940	0.642276	0.641026	-0.0105826
core	2943	0.642276	0.641026	-0.0105826
core	2955	0.0162602	0.025641	-0.00830545
core	2988	0.130081	0.0128205	0.093738
core	3000	0.617886	0.884615	0.172734
core	3007	0.0569106	0.0128205	0.0196772
core	3009	0.601626	0.897436	0.209155
core	3015	0.601626	0.897436	0.209155
core	3018	0.601626	0.897436	0.209155
core	3024	0.601626	0.897436	0.209155
core	3026	0.601626	0.897436	0.209155
core	3027	0.601626	0.897436	0.209155
core	3105	0.0243902	0	0.0153429
core	3126	0	0.0128205	0.00305162
core	3344	0.0569106	0.0128205	0.0196772
core	3428	0.0162602	0.115385	0.0708612
core	3849	0.0894309	0.0512821	0.00118399
core	4096	0	0.0128205	0.00305162
core	4214	0.333333	0.0512821	0.228178
core	4327	0.0162602	0	0.00670738
core	4402	0.00813008	0	-0.00193566
core	4606	0.00813008	0	-0.00193566
core	4860	0.00813008	0	-0.00193566
core	4902	0.227642	0.217949	-0.0102974
core	4989	0.00813008	0	-0.00193566
core	5049	0.0325203	0	0.023971
core	5169	0.219512	0.192308	-0.00818018
core	5253	0.00813008	0	-0.00193566
core	5310	0.0894309	0	0.0841591
core	5331	0.00813008	0	-0.00193566
core	5539	0.00813008	0	-0.00193566
core	5611	0.00813008	0.282051	0.265214
core	5673	0.105691	0	0.101289
core	5689	0	0.0128205	0.00305162
core	5737	0.00813008	0	-0.00193566
core	5887	0	0.0128205	0.00305162
core	5979	0.00813008	0	-0.00193566
core	6368	0	0.0128205	0.00305162
core	6370	0	0.0128205	0.00305162
core	6480	0.390244	0.346154	-0.00614886
core	6723	0	0.0128205	0.00305162
core	6824	0	0.025641	0.0166708
core	6893	0	0.0128205	0.00305162
core	7220	0.0162602	0	0.00670738
core	7541	0.00813008	0	-0.00193566
core	7722	0.130081	0	0.126928
core	7732	0	0.0128205	0.00305162
core	7857	0.284553	0.0384615	0.201225
